Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,MontlyCharges,Churn
43,Male,26,8,0,2,24.52153846,0
45,Female,47,13,0,9,16.64723404,0
48,Male,53,28,4,14,14.13509434,0
27,Male,60,30,0,7,11.28283333,0
44,Male,52,25,1,14,12.0675,0
41,Male,18,28,0,4,27.92277778,0
42,Male,52,14,0,5,17.41730769,0
35,Male,56,11,2,12,13.90464286,0
42,Male,9,25,4,16,109.4666667,0
50,Male,38,8,5,12,14.08684211,0
31,Male,48,17,1,1,19.06791667,0
40,Male,37,25,3,16,19.36891892,0
36,Male,20,29,3,15,27.589,0
34,Female,58,27,3,7,11.3562069,0
48,Male,48,27,0,13,12.37395833,0
49,Male,52,14,3,17,13.05442308,0
42,Female,4,14,4,4,228.88,0
46,Male,40,14,0,0,24.622,0
25,Male,11,30,1,16,74.99545455,0
46,Male,1,5,2,13,999.52,0
48,Male,17,11,2,10,56.43705882,0
36,Male,54,18,3,12,16.09944444,0
25,Male,46,22,0,7,15.40086957,0
41,Female,16,21,2,4,57.295,0
42,Male,23,25,2,17,28.33826087,0
37,Male,27,27,0,7,28.79481481,0
27,Male,53,10,1,9,14.27886792,0
49,Male,12,20,0,13,69.10333333,0
35,Female,18,26,3,14,30.77611111,0
50,Female,10,6,5,0,88.196,0
28,Male,33,4,0,8,21.72242424,0
37,Female,56,12,1,3,15.74875,0
48,Male,53,5,1,7,17.17358491,0
25,Male,47,1,1,4,15.52531915,0
38,Male,59,12,0,10,11.78033898,0
28,Male,48,24,2,11,19.23208333,0
47,Male,3,7,4,11,254.4433333,0
30,Male,40,23,3,10,24.617,0
50,Male,34,7,0,16,19.84882353,0
37,Female,52,28,0,17,10.10461538,0
47,Male,10,3,1,5,75.896,0
39,Male,42,22,1,1,21.46285714,0
36,Male,8,30,2,8,120.7025,0
20,Female,45,25,0,17,16.41888889,0
32,Male,36,8,3,19,22.47333333,0
44,Male,60,16,1,15,9.461833333,0
32,Male,50,5,2,14,16.4402,0
47,Female,12,29,0,17,78.5225,0
26,Female,55,4,2,4,11.12090909,0
40,Female,38,25,2,9,17.57368421,0
29,Female,37,24,1,16,21.12135135,0
31,Male,5,24,1,19,186.852,0
30,Male,29,27,1,12,29.1837931,0
42,Male,10,29,2,13,59.646,0
45,Female,25,21,3,18,38.3432,0
50,Female,10,7,4,17,75.391,0
49,Male,27,8,0,19,27.69888889,0
18,Male,6,15,1,12,152.5016667,0
18,Female,14,28,1,8,41.49571429,0
32,Female,60,23,3,16,11.0275,0
21,Male,8,6,2,5,74.69125,0
35,Female,22,11,2,4,26.41909091,0
26,Male,28,29,0,13,31.7775,0
44,Male,51,22,2,0,16.4327451,0
48,Female,17,16,4,2,40.16882353,0
33,Male,60,3,2,11,15.4235,0
44,Female,18,29,1,14,36.35833333,0
48,Female,35,22,3,3,17.72228571,0
29,Male,31,13,1,9,26.36193548,0
34,Male,23,17,3,12,39.7826087,0
31,Male,52,11,2,8,18.65403846,0
45,Male,25,14,4,6,32.9416,0
19,Female,60,12,0,16,13.82483333,0
47,Male,9,18,3,2,70.53666667,0
46,Female,24,21,3,3,24.035,0
30,Female,19,29,3,16,36.58368421,0
41,Female,4,20,0,6,168.085,0
31,Male,59,18,1,5,14.22830508,0
18,Male,15,18,0,6,52.91,0
47,Male,20,10,3,9,30.2885,0
25,Female,59,26,0,9,8.812542373,0
22,Male,44,8,2,15,18.55090909,0
50,Male,48,22,5,4,11.00791667,0
31,Female,6,12,1,12,137.9483333,0
37,Female,35,14,2,10,28.03314286,0
25,Male,49,28,2,4,18.38530612,0
33,Male,37,14,3,11,19.23972973,0
23,Male,11,19,2,9,69.76,0
18,Male,27,12,0,12,19.57666667,0
26,Male,21,29,2,17,38.13571429,0
45,Male,27,1,4,7,29.55814815,0
37,Female,40,10,1,6,14.00825,0
43,Male,44,9,1,14,19.50772727,0
40,Male,58,19,1,16,14.43465517,0
46,Female,31,29,4,15,18.47,0
38,Male,39,21,0,4,23.31923077,0
46,Male,17,24,1,8,56.56529412,0
37,Male,11,5,0,10,49.28909091,0
24,Male,46,7,1,13,21.41434783,0
42,Male,37,21,4,7,23.67189189,0
36,Male,24,10,0,2,37.8925,0
45,Female,35,10,4,1,27.07028571,0
34,Male,45,30,3,14,13.87244444,0
49,Male,18,12,0,20,36.53666667,0
42,Male,57,29,2,4,11.52052632,0
43,Male,57,29,1,12,11.29859649,0
40,Male,27,7,2,15,22.22037037,0
40,Female,4,17,0,13,196.18,0
32,Male,11,2,1,9,81.38272727,0
28,Female,5,18,1,20,105.532,0
28,Male,32,30,2,13,24.9603125,0
39,Male,53,1,2,16,10.21056604,0
21,Female,4,15,0,16,147.8875,0
50,Male,47,16,0,8,14.93787234,0
31,Male,57,3,2,4,16.94982456,0
38,Male,54,7,0,1,15.07296296,0
21,Male,46,18,1,0,21.53586957,0
49,Male,14,29,1,8,36.19071429,0
41,Male,24,21,2,11,40.30041667,0
45,Female,38,28,0,9,20.52078947,0
26,Female,27,11,2,0,22.13407407,0
20,Male,25,26,1,17,32.5436,0
23,Male,48,10,2,11,17.99625,0
23,Male,37,30,2,17,18.84351351,0
31,Male,55,22,1,5,10.02909091,0
36,Male,12,14,0,13,57.75166667,0
29,Male,55,19,2,20,17.16072727,0
33,Male,48,13,2,0,12.64583333,0
47,Male,27,13,4,2,27.46962963,0
33,Male,6,17,3,17,111.9766667,0
25,Male,54,2,0,2,17.73074074,0
21,Male,56,10,2,2,9.777321429,0
22,Female,7,10,0,0,141.52,0
20,Female,59,30,2,17,13.37711864,0
48,Female,54,1,3,14,16.99240741,0
46,Female,60,3,1,5,16.10533333,0
33,Male,56,21,0,5,11.88482143,0
30,Male,43,25,1,4,23.16232558,0
49,Female,22,25,4,16,32.06318182,0
40,Female,13,11,0,4,48.21076923,0
38,Female,47,29,1,14,17.00595745,0
34,Male,10,19,3,10,82.582,0
32,Male,50,1,0,0,14.2932,0
24,Male,52,12,0,0,12.07711538,0
44,Male,10,23,2,8,73.883,0
40,Female,54,4,2,17,13.29611111,0
50,Female,32,14,5,14,29.145625,0
44,Male,42,20,3,5,18.11238095,0
48,Male,27,4,4,18,32.32481481,0
34,Female,19,18,2,9,34.98631579,0
50,Female,7,14,3,3,115.4242857,0
35,Male,29,18,3,13,32.40862069,0
21,Male,16,21,2,13,49.69,0
30,Female,44,8,1,5,19.89409091,0
33,Male,49,8,1,1,12.63,0
39,Male,58,26,1,19,16.95068966,0
25,Male,10,2,2,4,98.186,0
46,Male,43,14,0,13,20.09976744,0
24,Female,28,3,0,16,18.25642857,0
38,Male,29,30,0,3,22.02103448,0
46,Male,30,14,4,11,30.44466667,0
25,Female,12,24,0,19,66.67333333,0
42,Male,57,17,3,2,14.39263158,0
29,Female,51,26,2,18,14.84039216,0
25,Male,9,7,1,17,66.48333333,0
39,Male,39,15,3,20,20.65358974,0
40,Female,28,14,4,14,21.8775,0
43,Female,22,23,3,16,31.12772727,0
26,Male,14,29,1,11,52.43142857,0
38,Male,25,23,3,11,36.3556,0
40,Male,12,22,4,10,55.1875,0
42,Male,17,29,0,19,48.8,0
42,Male,38,7,4,2,20.23973684,0
30,Male,27,29,3,5,32.74666667,0
25,Male,54,14,0,13,14.02518519,0
44,Male,35,13,1,2,24.39485714,0
29,Male,25,29,1,11,24.8808,0
36,Male,57,17,3,11,17.45807018,0
50,Male,41,4,4,18,18.03878049,0
49,Female,6,8,3,14,139.7233333,0
41,Female,36,24,4,5,18.11361111,0
40,Male,50,10,0,6,13.1276,0
40,Male,59,23,3,16,9.255254237,0
45,Male,29,24,2,13,21.02793103,0
50,Female,43,13,0,16,20.70116279,0
37,Male,15,27,1,19,60.14066667,0
22,Female,43,21,1,18,19.26255814,0
46,Male,56,4,4,14,14.39803571,0
43,Male,25,27,1,17,30.216,0
24,Male,31,29,0,18,28.15903226,0
34,Female,15,18,1,16,53.52533333,0
50,Male,47,30,4,0,16.26042553,0
35,Female,16,23,2,10,38.04875,0
37,Male,36,22,0,14,25.14777778,0
27,Male,14,13,2,14,43.34428571,0
48,Male,17,13,2,17,40.60705882,0
42,Male,3,18,1,19,310.3733333,0
30,Female,35,26,1,10,27.00714286,0
34,Male,53,28,2,2,12.8445283,0
33,Male,25,19,0,11,22.2288,0
35,Male,52,27,2,19,11.39903846,0
32,Female,31,2,3,3,16.51096774,0
24,Female,31,15,2,18,20.49612903,0
45,Male,49,27,2,5,13.27489796,0
37,Female,37,7,2,3,25.98054054,0
21,Female,3,8,1,20,316.89,0
40,Female,51,16,2,9,13.45254902,0
50,Female,57,28,3,10,10.4577193,0
31,Female,26,17,2,2,26.73692308,0
20,Female,32,8,1,5,16.271875,0
48,Female,18,28,0,17,32.08333333,0
35,Male,24,21,1,12,27.41041667,0
37,Female,49,5,0,9,13.51367347,0
19,Male,26,29,0,15,32.27076923,0
36,Female,19,25,3,5,33.48578947,0
44,Female,60,24,4,11,8.993166667,0
32,Male,35,9,3,7,17.02085714,0
48,Female,29,3,1,17,19.43172414,0
50,Male,17,21,5,7,47.19705882,0
32,Male,36,18,3,1,16.00722222,0
30,Male,25,21,1,11,36.1488,0
50,Male,12,26,1,20,49.31666667,0
36,Male,43,16,1,19,13.55837209,0
45,Male,31,9,2,19,19.86709677,0
21,Female,11,2,0,15,77.61909091,0
50,Male,34,19,3,10,27.52441176,0
31,Male,24,27,2,4,32.71333333,0
31,Male,26,28,2,19,25.33115385,0
19,Female,33,25,1,10,28.32545455,0
28,Male,49,7,1,2,11.72489796,0
48,Male,21,23,1,6,46.58333333,0
41,Male,48,16,4,2,20.065625,0
41,Male,3,22,3,3,175.0133333,0
39,Male,50,30,2,19,14.4038,0
26,Female,57,9,0,17,14.53947368,0
43,Female,33,1,1,3,22.86787879,0
41,Female,59,24,1,12,11.91898305,0
42,Female,30,13,0,11,19.12333333,0
30,Male,44,8,0,4,19.6575,0
42,Female,35,10,0,3,23.92685714,0
35,Male,60,4,1,9,16.09366667,0
45,Male,52,28,2,20,17.42192308,0
41,Female,12,11,3,10,77.15,0
27,Female,52,30,0,18,13.32807692,0
36,Female,36,8,0,18,26.54361111,0
35,Female,25,19,0,13,38.2872,0
33,Male,35,9,3,5,20.99971429,0
25,Male,50,23,0,11,12.4484,0
46,Female,14,22,4,9,60.32714286,0
42,Male,45,20,3,19,18.04311111,0
36,Male,52,12,1,11,12.90826923,0
35,Male,42,5,3,9,15.16785714,0
29,Male,35,20,2,5,15.53657143,0
23,Female,44,26,1,3,18.00727273,0
34,Female,21,14,3,12,43.80904762,0
23,Female,26,26,1,19,35.59192308,0
49,Male,8,8,3,19,107.9975,0
41,Male,15,12,1,3,51.14333333,0
21,Male,57,22,1,17,17.3877193,0
28,Male,50,1,2,0,10.3168,0
23,Male,6,26,2,19,95.45,0
49,Male,46,8,4,12,10.9226087,0
32,Female,22,28,1,18,41.23909091,0
25,Female,14,19,1,7,38.24,0
46,Male,6,26,3,0,153.7466667,0
32,Female,45,12,1,16,11.49822222,0
50,Male,49,18,0,2,17.84408163,0
26,Male,24,17,2,7,23.37791667,0
36,Female,38,4,1,2,22.30736842,0
48,Female,28,27,4,19,25.41678571,0
29,Male,33,16,1,0,17.44939394,0
28,Male,21,23,0,1,39.53333333,0
36,Male,49,14,0,2,17.02020408,0
19,Male,18,15,1,13,36.18666667,0
26,Male,18,15,1,15,49.29833333,0
44,Male,43,1,4,16,23.13604651,0
34,Male,2,7,2,1,371.2,0
49,Female,60,5,0,19,14.71,0
42,Male,45,26,2,2,12.108,0
48,Male,53,6,3,6,16.48792453,0
21,Female,46,26,0,5,19.57,0
22,Female,41,23,2,5,19.46512195,0
38,Female,32,1,0,12,19.663125,0
38,Male,13,14,2,5,44.73615385,0
37,Male,48,14,3,3,16.06916667,0
32,Male,47,1,3,12,12.25957447,0
18,Male,5,29,0,14,106.686,0
41,Male,20,21,2,2,34.924,0
22,Female,54,12,0,1,10.25148148,0
50,Male,35,5,0,10,16.97114286,0
44,Male,50,8,2,10,13.2972,0
25,Male,38,7,1,4,19.42526316,0
42,Male,59,4,0,0,9.460847458,0
31,Male,35,10,3,3,28.02457143,0
48,Male,29,23,1,5,32.10206897,0
50,Male,55,9,5,12,13.34490909,0
24,Male,7,1,1,10,77.68,0
41,Male,51,9,0,18,17.94607843,0
20,Female,41,4,2,2,19.3595122,0
43,Male,10,11,3,6,74.832,0
31,Female,24,17,0,14,40.05375,0
48,Male,6,16,4,15,127.235,0
45,Male,35,6,1,20,18.53514286,0
26,Male,44,4,0,18,14.56113636,0
33,Male,42,29,1,3,21.16357143,0
37,Male,40,21,1,2,19.1485,0
48,Male,27,9,2,6,18.65555556,0
20,Male,33,29,2,0,26.09060606,0
23,Male,1,26,2,0,537.03,0
33,Female,28,10,3,3,20.895,0
28,Male,6,14,2,20,129.6633333,0
47,Male,12,27,3,4,65.18416667,0
40,Male,38,5,0,10,16.13026316,0
36,Male,37,9,0,1,19.19648649,0
37,Male,31,16,3,13,30.20451613,0
39,Female,15,10,2,4,54.25466667,0
38,Male,56,28,2,8,16.42267857,0
34,Male,29,24,0,17,33.99310345,0
46,Female,55,11,4,13,11.73181818,0
45,Male,34,24,3,1,24.50117647,0
40,Male,26,2,3,0,21.77576923,0
40,Male,54,17,4,16,10.84907407,0
18,Male,33,21,1,3,19.93181818,0
41,Male,42,11,4,17,13.06190476,0
48,Female,45,15,4,6,12.05422222,0
31,Male,56,18,3,12,16.06660714,0
30,Male,4,3,0,3,247.5075,0
37,Female,28,1,3,15,31.20642857,0
27,Male,39,16,0,7,15.25282051,0
37,Male,24,29,1,10,27.63916667,0
22,Female,21,25,1,12,30.77666667,0
20,Male,33,16,1,13,23.64727273,0
47,Female,37,21,4,12,25.12486486,0
34,Male,54,5,3,15,14.04814815,0
47,Male,17,10,3,5,31.60647059,0
18,Male,43,14,0,3,22.58372093,0
20,Female,33,28,0,2,29.41181818,0
28,Male,2,13,0,5,341.705,0
48,Female,48,10,3,7,18.20333333,0
48,Female,42,8,4,7,20.34285714,0
35,Female,40,13,1,9,16.70375,0
31,Male,60,8,0,15,9.768666667,0
35,Female,9,25,1,12,91.51555556,0
49,Male,58,27,4,2,11.32293103,0
20,Male,41,19,1,10,23.56463415,0
48,Female,52,13,1,8,12.92576923,0
34,Male,32,11,3,4,25.9934375,0
30,Male,29,18,0,7,32.03275862,0
39,Male,54,7,3,15,13.44944444,0
42,Female,58,26,1,17,16.13913793,0
39,Male,53,24,1,8,17.56886792,0
19,Female,28,26,1,11,31.15464286,0
40,Male,31,1,4,14,27.74387097,0
27,Female,14,18,0,8,43.62214286,0
45,Male,32,23,2,12,22.5340625,0
40,Male,3,27,3,7,251.68,0
20,Male,27,11,1,6,29.28703704,0
50,Female,43,5,2,3,20.4227907,0
38,Female,47,27,0,4,10.84744681,0
42,Male,33,7,0,16,15.34545455,0
49,Male,11,5,0,18,73.59636364,0
41,Male,50,12,2,6,14.792,0
34,Male,41,23,3,19,12.97121951,0
34,Female,31,6,1,12,28.4683871,0
21,Female,49,1,1,5,11.60081633,0
27,Male,23,30,1,17,28.35,0
42,Female,6,3,2,1,129.0333333,0
23,Female,18,18,1,17,53.18333333,0
27,Male,10,30,1,17,68.023,0
26,Male,25,14,2,13,39.2196,0
32,Male,44,1,2,14,18.94590909,0
22,Male,41,22,1,9,16.96170732,0
26,Male,21,12,1,11,38.27333333,0
42,Male,44,18,1,17,16.25363636,0
36,Male,29,4,0,19,19.45793103,0
35,Male,30,28,1,16,17.04766667,0
39,Female,23,26,3,15,42.33347826,0
48,Male,50,29,1,6,15.7738,0
43,Male,9,26,1,7,82.47333333,0
21,Female,41,3,0,3,22.28121951,0
37,Male,19,27,3,18,32.06368421,0
18,Male,4,18,1,14,133.995,0
34,Male,21,22,3,14,40.53714286,0
40,Female,44,23,2,16,13.16613636,0
48,Female,24,12,0,15,27.9125,0
19,Male,49,27,1,19,15.46122449,0
20,Male,4,29,2,12,217.065,0
39,Male,28,22,0,18,21.74392857,0
36,Male,26,15,0,12,30.12230769,0
49,Male,56,19,3,2,10.85285714,0
19,Female,12,29,1,1,50.13083333,0
38,Male,52,28,3,14,17.35019231,0
43,Female,9,22,0,12,89.59,0
29,Male,39,23,1,18,24.45,0
40,Male,43,18,4,0,20.49418605,0
40,Male,54,6,2,10,10.69166667,0
29,Female,32,4,0,2,26.853125,0
22,Male,24,14,2,20,21.26125,0
24,Male,58,11,2,4,12.58586207,0
43,Male,44,16,3,4,12.38386364,0
43,Female,39,1,0,18,19.53589744,0
43,Female,56,3,4,14,9.523392857,0
22,Male,46,15,0,1,13.40108696,0
22,Male,60,23,2,18,8.609333333,0
23,Male,12,19,0,1,67,0
31,Male,22,21,2,4,31.76772727,0
28,Male,47,10,2,20,11.22787234,0
46,Male,42,28,3,20,22.96952381,0
23,Female,10,7,2,18,64.854,0
28,Female,56,19,1,16,15.52642857,0
45,Male,45,14,2,5,13.30977778,0
29,Male,56,20,1,7,14.59285714,0
41,Female,18,23,3,8,39.62833333,0
50,Male,26,12,3,7,32.22653846,0
38,Female,14,29,1,8,56.14428571,0
45,Male,60,10,2,11,8.431333333,0
45,Female,53,21,3,14,15.56849057,0
35,Male,21,23,2,12,46.5752381,0
46,Female,43,7,2,3,23.23139535,0
46,Female,7,28,2,16,76.65857143,0
49,Male,19,30,0,19,38.82789474,0
40,Female,52,7,2,12,16.28019231,0
40,Male,9,18,3,13,110.0922222,0
21,Male,50,23,0,1,16.84,0
50,Male,45,4,3,8,19.05288889,0
34,Female,45,21,2,13,18.31555556,0
27,Female,58,9,1,17,17.18896552,0
49,Male,51,14,1,3,13.51529412,0
28,Female,32,14,1,12,29.4621875,0
39,Male,26,7,3,7,23.57230769,0
24,Male,13,24,1,7,38.74230769,0
42,Male,48,26,1,13,17.96958333,0
41,Male,10,28,3,4,72.321,0
49,Male,44,22,3,18,18.45613636,0
20,Female,11,19,1,5,75.29,0
45,Male,47,14,3,13,18.28468085,0
44,Male,44,17,2,4,16.89272727,0
32,Female,48,30,0,18,13.12541667,0
45,Female,29,26,0,20,18.15862069,0
30,Male,60,20,3,13,9.047166667,0
30,Female,51,6,0,0,18.07019608,0
28,Male,58,22,0,1,14.46344828,0
21,Male,45,5,1,2,19.54555556,0
25,Female,52,12,0,18,18.19211538,0
49,Male,47,7,1,17,11.34638298,0
35,Female,31,26,1,0,27.46064516,0
43,Male,31,19,2,20,23.35870968,0
41,Male,24,25,2,11,21.98333333,0
38,Female,5,8,1,6,136.896,0
48,Female,2,14,2,1,271.2,0
35,Female,33,3,2,11,18.66121212,0
47,Female,6,12,3,14,117.8316667,0
20,Female,57,3,0,20,15.89052632,0
18,Female,11,19,0,7,66.63090909,0
22,Male,23,13,2,9,30.54478261,0
50,Female,34,20,5,11,28.25205882,0
27,Male,2,20,0,6,299.785,0
44,Male,21,12,3,1,40.29047619,0
38,Male,3,23,1,6,239.48,0
37,Male,42,9,1,6,18.13047619,0
36,Female,43,17,0,19,20.84953488,0
38,Male,43,27,3,15,15.62627907,0
23,Female,19,12,0,2,29.99789474,0
41,Male,53,8,3,6,16.67735849,0
36,Male,30,15,1,9,29.714,0
49,Female,29,2,2,9,27.45413793,0
38,Male,43,6,3,11,19.25860465,0
26,Male,17,17,2,8,47.97117647,0
47,Female,44,26,1,10,20.99204545,0
33,Male,20,29,1,7,35.8765,0
43,Male,46,30,0,19,14.11630435,0
44,Male,7,9,1,14,74.09428571,0
50,Female,10,9,2,4,78.723,0
37,Male,34,10,2,17,29.29235294,0
20,Female,27,11,0,10,23.76407407,0
48,Male,45,24,0,16,11.22911111,0
35,Male,54,11,3,8,12.39851852,0
32,Female,54,11,0,1,17.3187037,0
44,Male,29,14,1,0,32.51965517,0
48,Female,22,23,2,8,44.51227273,0
18,Male,44,22,0,17,21.21613636,0
49,Male,9,13,3,3,59.25666667,0
42,Female,16,13,2,9,54.83125,0
50,Male,43,29,3,5,15.23069767,0
45,Male,40,16,2,16,17.4555,0
46,Female,33,2,1,19,17.22606061,0
39,Male,39,4,2,13,19.43948718,0
44,Male,17,25,4,9,55.28294118,0
23,Male,52,22,2,20,16.56115385,0
35,Female,36,15,0,0,14.62722222,0
46,Male,53,16,2,6,17.45509434,0
30,Female,11,18,3,0,56.96090909,0
39,Male,16,14,2,0,60.1875,0
28,Male,57,22,0,12,14.85631579,0
25,Male,18,24,2,2,41.98777778,0
38,Male,40,26,1,0,19.09675,0
19,Male,56,13,1,4,13.20285714,0
23,Female,50,20,1,4,14.4936,0
39,Male,46,4,2,1,11.98108696,0
36,Male,2,19,1,5,287.345,0
21,Female,30,19,2,13,25.83466667,0
39,Male,34,21,3,12,16.14411765,0
39,Male,19,25,1,1,48.89315789,0
37,Male,49,23,0,6,11.6344898,0
20,Male,45,26,0,15,21.75288889,0
43,Male,45,12,4,0,19.77377778,0
43,Female,52,19,1,10,12.48153846,0
18,Male,52,25,0,8,9.634230769,0
40,Male,23,13,2,13,27.87304348,0
30,Male,41,7,3,9,19.53707317,0
38,Male,55,30,2,8,13.36054545,0
29,Female,27,8,1,2,27.51888889,0
18,Male,26,16,0,4,35.46038462,0
39,Male,40,19,1,7,14.498,0
41,Female,6,15,3,13,119.3483333,0
46,Male,53,1,4,16,17.7145283,0
47,Male,9,28,2,12,66.89888889,0
28,Male,42,6,2,0,21.39547619,0
37,Male,43,21,0,9,21.04372093,0
33,Female,42,14,2,12,14.13309524,0
30,Male,47,11,0,14,14.70468085,0
43,Male,41,2,0,11,24.05170732,0
50,Female,33,7,0,11,19.31909091,0
47,Female,31,20,2,1,17.81580645,0
21,Female,30,13,2,13,29.657,0
31,Male,58,17,3,19,15.45655172,0
30,Male,6,2,0,10,150.4783333,0
20,Male,49,6,0,6,11.85693878,0
38,Male,27,26,1,11,33.25444444,0
29,Male,21,24,1,10,27.99809524,0
21,Male,32,30,2,16,26.1190625,0
36,Male,3,30,2,18,281.0233333,0
46,Female,2,11,4,7,327.485,0
30,Male,31,29,2,13,28.51483871,0
32,Male,58,17,0,3,8.736206897,0
23,Female,26,24,0,10,26.60307692,0
22,Male,43,28,0,7,20.62674419,0
27,Female,3,23,2,5,249.9066667,0
31,Male,6,8,2,14,129.3316667,0
37,Female,26,6,0,9,35.465,0
38,Female,19,27,1,14,34.68421053,0
21,Male,55,18,1,6,9.141818182,0
42,Male,40,15,4,6,24.456,0
48,Male,48,12,2,14,17.64833333,0
20,Male,47,22,0,13,11.39702128,0
35,Male,16,15,1,13,52.063125,0
39,Female,9,13,2,7,72.98555556,0
36,Male,49,17,0,0,11.08734694,0
50,Male,25,9,4,20,20.3228,0
43,Male,38,11,1,7,16.44157895,0
33,Male,8,4,2,15,82.91,0
42,Male,43,16,1,10,13.0544186,0
45,Male,41,20,1,17,19.00634146,0
41,Male,50,14,2,17,18.7674,0
41,Female,41,8,4,18,18.87,0
45,Male,19,26,1,1,34.98684211,0
39,Male,26,26,3,18,22.64423077,0
41,Female,57,26,3,15,10.46385965,0
45,Female,31,3,3,19,30.97677419,0
42,Male,38,27,4,8,13.78105263,0
19,Male,7,12,1,6,88.88857143,0
40,Male,29,12,2,9,21.33,0
41,Male,30,9,2,4,21.748,0
48,Female,35,5,3,15,26.70285714,0
24,Female,25,29,2,16,31.3888,0
32,Male,47,29,0,8,19.52765957,0
23,Female,37,5,0,12,18.08918919,0
25,Female,43,27,0,2,13.91581395,0
40,Male,8,3,1,10,98.04625,0
39,Female,38,3,0,18,16.34710526,0
25,Male,36,14,2,3,25.90388889,0
50,Female,29,17,3,6,24.35034483,0
36,Female,10,14,1,20,84.198,0
41,Female,9,1,2,10,101.5077778,0
23,Male,56,17,1,19,13.71571429,0
34,Male,27,15,0,5,29.87148148,0
27,Male,35,28,1,13,25.21942857,0
37,Male,32,24,0,9,19.938125,0
47,Male,34,14,3,10,15.66617647,0
20,Female,7,29,2,20,100.3342857,0
43,Male,56,18,2,13,12.47571429,0
29,Male,50,14,2,6,16.701,0
41,Female,55,13,2,18,12.94763636,0
35,Male,28,8,2,13,21.66107143,0
48,Male,14,20,3,17,43.89071429,0
25,Female,26,5,1,0,26.56884615,0
46,Female,38,10,1,13,24.39368421,0
50,Female,39,29,0,15,14.26435897,0
31,Male,24,23,3,15,28.89625,0
46,Female,53,8,1,0,11.50471698,0
41,Male,11,10,4,17,62.90363636,0
43,Male,18,10,0,2,53.45555556,0
28,Male,9,13,1,12,60.48,0
29,Male,4,2,2,12,190.875,0
28,Female,54,3,2,15,10.88777778,0
41,Male,21,13,0,3,27.79333333,0
40,Male,36,8,4,6,22.88027778,0
26,Female,49,23,1,12,12.59693878,0
47,Male,8,21,4,10,102.88,0
33,Male,9,10,1,2,73.29,0
49,Male,40,22,3,10,24.1315,0
50,Male,6,2,1,19,156.2416667,0
34,Male,57,6,1,15,13.46438596,0
34,Male,32,25,1,17,18.8421875,0
27,Male,35,29,1,2,14.45685714,0
44,Male,42,18,0,8,23.67238095,0
40,Female,38,21,3,17,22.46315789,0
34,Female,26,24,1,0,28.07,0
47,Male,39,25,4,7,24.35666667,0
37,Male,10,1,3,11,91.3,0
42,Male,24,26,4,15,40.67791667,0
20,Male,13,15,1,7,63.78076923,0
31,Male,59,25,1,3,10.81237288,0
27,Male,41,14,1,7,23.85902439,0
47,Male,33,27,4,1,25.15424242,0
42,Female,8,16,4,18,97.50625,0
31,Male,40,13,0,3,16.10675,0
46,Male,44,7,1,8,15.24863636,0
44,Female,19,16,3,12,42.16368421,0
47,Female,21,23,0,9,34.79428571,0
44,Male,48,24,4,7,15.44291667,0
40,Male,49,12,4,13,14.50346939,0
21,Male,42,20,1,17,12.97190476,0
31,Female,2,30,1,4,399.325,0
29,Male,1,28,0,11,716.02,0
31,Male,1,22,0,20,900.64,0
20,Male,50,15,0,3,17.9008,0
47,Male,36,24,0,5,24.99694444,0
33,Male,11,20,1,9,75.69,0
41,Male,31,1,4,6,22.90419355,0
42,Male,17,10,4,7,38.84588235,0
38,Male,50,18,0,16,16.261,0
32,Male,39,22,2,11,19.29,0
50,Male,47,20,1,20,20.09957447,0
42,Male,53,24,3,13,18.01396226,0
36,Male,34,22,3,19,14.90647059,0
27,Female,8,19,0,20,72.0275,0
33,Male,21,22,2,2,41.94571429,0
41,Male,48,23,1,14,11.36166667,0
45,Male,6,13,0,12,136.545,0
21,Male,56,25,2,1,9.370178571,0
43,Male,43,27,2,3,16.6727907,0
28,Female,48,16,0,7,18.821875,0
44,Male,54,10,0,8,14.52333333,0
22,Male,43,29,1,6,14.50488372,0
39,Male,51,25,0,7,10.21764706,0
27,Male,39,17,1,13,21.73948718,0
39,Female,42,7,0,9,14.89285714,0
41,Female,29,12,1,3,17.25241379,0
40,Male,3,5,3,6,270.36,0
49,Male,7,15,3,6,103.3642857,0
41,Male,38,27,3,5,17.60815789,0
40,Male,11,28,4,5,63.93636364,0
46,Male,25,15,0,4,22.5124,0
46,Male,42,18,4,4,19.0647619,0
34,Male,26,14,3,6,37.26307692,0
48,Male,36,24,1,1,27.24916667,0
40,Male,25,10,4,15,34.1432,0
47,Male,31,23,0,3,25.46193548,0
43,Male,39,9,1,4,21.51487179,0
42,Male,6,14,0,9,154.6816667,0
41,Male,19,27,0,12,32.76,0
42,Male,10,27,0,18,59.84,0
47,Male,3,28,1,18,211.05,0
45,Male,25,18,3,0,23.5436,0
40,Female,20,19,3,2,27.002,0
30,Female,47,30,2,1,16.05297872,0
34,Male,51,4,2,14,11.6245098,0
39,Female,39,21,1,17,22.71846154,0
49,Female,22,29,2,1,27.53272727,0
38,Female,9,2,0,2,75.51888889,0
33,Female,16,24,0,13,54.53625,0
48,Male,16,28,4,6,60.53375,0
45,Female,42,1,0,17,15.66928571,0
50,Female,48,6,2,0,14.831875,0
50,Male,50,7,1,18,18.9334,0
